sector,sl_no,project_name,agency,project_code,legacy_ocms_code,original_cost,commissioning_date,expenditure,report_month,source_file,completion_month,ministry,state,approval_date,start_date,actual_completion,target_doc,revised_doc,revised_cost,final_cost,actual_mi,orig_doc_mi,y_cost_overrun_pct,y_time_overrun_m
Roads & Highways,26,4L Elevated Highway and at grade improvements at Gopalganj Town from Km. 384.000 to Km. 386.750 on NH-27,NHAI,618570.0,,325.57,,241.89,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Bihar,10/2021,03/2022,08/2024,05/2025,,248.92,248.92,24296.0,24305.0,-23.543324016340573,-9.0
Roads & Highways,27,4L of Galgalia - Bahadurganj section from Km 0.000 to Km 49.000 Package-I of NH327E,NHAI,618582.0,,1282.97,,816.12,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Bihar,01/2021,01/2022,01/2024,02/2025,,1282.97,1282.97,24289.0,24302.0,0.0,-13.0
Roads & Highways,28,4L of Bahadurganj Araria section from Km 49.000 to Km 94.000 Package-II of NH-327E,NHAI,618583.0,,1358.77,,812.28,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Bihar,01/2021,01/2022,01/2024,01/2025,,1358.77,1358.77,24289.0,24301.0,0.0,-12.0
Roads & Highways,29,Ara - Mohania Pkg-II,NHAI,618774.0,,984.63,,798.25,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Bihar,08/2020,01/2021,07/2023,11/2025,,827.51,827.51,24283.0,24311.0,-15.95726313437535,-28.0
Roads & Highways,30,4L of Aurangabad-Paithan,NHAI,618779.0,,1505.0,,328.32,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Bihar,09/2022,01/2023,07/2024,12/2025,,349.96,349.96,24295.0,24312.0,-76.7468438538206,-17.0
Roads & Highways,31,Aunta - Simaria including Ganga Bridge,NHAI,618839.0,,1309.47,,1209.46,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Bihar,01/2017,08/2018,02/2022,03/2026,,2107.68,2107.68,24266.0,24315.0,60.95672294897935,-49.0
Roads & Highways,32,4L of Bal. works of Patna - Gaya -Dobhi Pkg-II from km. 39.00 to km. 83.00 of Old NH-83,NHAI,618915.0,,1637.29,,764.68,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Bihar,09/2019,11/2020,11/2022,05/2025,,777.2,777.2,24275.0,24305.0,-52.531316993324324,-30.0
Roads & Highways,33,4L of Bal. works of Patna - Gaya -Dobhi Pkg-III from km. 83.00 to km. 127.217 of Old NH-83,NHAI,618916.0,,1077.46,,803.33,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Bihar,09/2019,11/2020,11/2022,05/2025,,799.7,799.7,24275.0,24305.0,-25.779147253726357,-30.0
Roads & Highways,34,Muzaffarpur - Sonbarsa Section of NH-77 from km 2.800 to km 89.000,NHAI,619320.0,,2290.72,,2308.19,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Bihar,05/2011,05/2011,11/2013,03/2026,,2311.1,2311.1,24167.0,24315.0,0.8896766082279856,-148.0
Roads & Highways,35,Strengthening and widening of existing 2 lane road to two lane paved shoulder from km 7.750 to 26.542 & km. 32.093 to 45.786 of NH-130 on EPC mode in the state of chhattisgarh.job No. 130-CG-2017-18-348,MoRTH,617973.0,,188.8,,107.79,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Chhattisgarh,11/2017,05/2019,11/2020,06/2023,,,188.8,24251.0,24282.0,0.0,-31.0
Roads & Highways,36,Up-gradation of NH-930 Sherpar to Kohka from Km.67880 to Km.114860 to 2LPS in Chhattisgarh under EPC mode,MoRTH,618064.0,,278.97,,210.82,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Chhattisgarh,03/2020,05/2022,05/2024,12/2025,,,278.97,24293.0,24312.0,0.0,-19.0
Roads & Highways,37,Up-gradation of NH-130C Abhanpur to Paund from NH Km. 0000 to KM 40380 to two lane with paved shoulders in the State of Chhattisgarh on EPC mode.,MoRTH,618078.0,,193.16,,116.5,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Chhattisgarh,12/2020,03/2022,09/2023,08/2025,,,193.16,24285.0,24308.0,0.0,-23.0
Roads & Highways,38,Conversion of Partially Excavated Escape Tunnel to Uni-Directional 2L Tunnelincluding construction of cross passages and approach roads on either side of the tunnel from Km 12.732 to Km 14.568 of Kiratpur to Nerchowk Section of NH-21,NHAI,618849.0,,444.21,,394.73,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Chhattisgarh,05/2022,09/2022,03/2024,04/2026,,412.88,412.88,24291.0,24316.0,-7.052970441908103,-25.0
Roads & Highways,39,6L Access Controlled Highway from DND Maharani Bagh - Jn. with Jaitpur - Pushta Road of NH-148NA from km. 0.00 to km. 9.00 in NCR,NHAI,618578.0,,1467.44,,1652.29,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Delhi,07/2020,01/2022,07/2024,04/2026,,2510.34,2510.34,24295.0,24316.0,71.06934525432045,-21.0
Roads & Highways,40,Vadodara Mumbai Expressway Ena -Kim Phase IB - Pkg VI [Km 217.500 to Km 254.430],NHAI,618464.0,,2271.86,,2991.42,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,05/2020,12/2021,12/2023,06/2025,,4297.28,4297.28,24288.0,24306.0,89.15250059422674,-18.0
Roads & Highways,41,Vadodara Mumbai Expressway Gandeva to Ena Phase IB - Pkg VII [Km 190.00 to Km 217.500],NHAI,618465.0,,1710.3,,2451.01,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,07/2020,11/2021,11/2023,01/2026,,3392.21,3392.21,24287.0,24313.0,98.34005729988891,-26.0
Roads & Highways,42,Ahmedabad - Dholera Pkg I from km. 0.00 to km. 22.00 [Sardar Patel Ring Road - Sindhrej Village],NHAI,618501.0,,1298.0,,1385.83,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,05/2020,01/2022,01/2024,01/2026,,1421.05,1421.05,24289.0,24313.0,9.47996918335901,-24.0
Roads & Highways,43,Ahmedabad - Dholera Pkg II from km. 22.00 to km. 48.52 [Sindhrej Village - Vejallka Village],NHAI,618502.0,,1415.34,,1785.68,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,05/2020,01/2022,01/2024,04/2026,,1729.69,1729.69,24289.0,24316.0,22.210210974041583,-27.0
Roads & Highways,44,Sanchore - Santalpur from km 67.000 - km 99.000 of NH-754K AJ-RGBS- Package-3,NHAI,618614.0,,752.3,,601.6,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,02/2020,08/2021,08/2023,01/2024,,765.25,765.25,24284.0,24289.0,1.72138774425097,-5.0
Roads & Highways,45,Pipli Bhavnagar-Package 1 from km 136.025 to km 169.328,NHAI,618699.0,,819.14,,975.85,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,03/2018,02/2019,09/2021,03/2024,,1297.38,1297.38,24261.0,24291.0,58.38318236198942,-30.0
Roads & Highways,46,4L Kodinar - Veraval Package VI from km. 222.400 to km. 230.00 Kodinar Bypass of NH-8E NH 51 new,NHAI,618834.0,,162.73,,189.95,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,03/2022,04/2022,09/2023,05/2025,,192.01,192.01,24285.0,24305.0,17.99299453081792,-20.0
Roads & Highways,47,4L of Bal Works of Talaja - Mahuva from 54.990 km. to 100.450 km. of Old NH- 8E Package-II,NHAI,618835.0,,698.4,,726.01,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,08/2020,03/2021,09/2022,05/2024,,735.51,735.51,24273.0,24293.0,5.3135738831615145,-20.0
Roads & Highways,48,6L of Chiloda-Naroda section from Km. 540.595 to Km. 555.595 of NH- 8Package-VII,NHAI,619067.0,,356.6,,443.07,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,11/2016,05/2017,05/2019,02/2026,,463.03,463.03,24233.0,24314.0,29.84576556365674,-81.0
Roads & Highways,49,4L of Bal Works of Mahuva to Kagvadar from 100.450 Km. to 140.470 Km. of NH-8E Pkg- III,NHAI,619147.0,,603.08,,624.43,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,08/2020,03/2021,09/2022,07/2024,,628.49,628.49,24273.0,24295.0,4.213371360350196,-22.0
Roads & Highways,50,4L of Bhavnagar - Talaja Package-I from Km. 6.945 to Km. 54.990 of Old NH-8E,NHAI,619148.0,,1185.66,,1316.53,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,03/2016,02/2017,08/2019,06/2024,,1343.16,1343.16,24236.0,24294.0,13.283740701381507,-58.0
Roads & Highways,51,Delhi-Amritsar-Katra Expressway Phase-I Pkg-III from Junction with Jind-Panipat road NH-352A near Gangana village to Junction with Jind-Karnal road NH-709A near Alewa village Km 60800 to Km 91400,NHAI,618484.0,,1606.27,,1322.85,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Haryana,12/2020,12/2021,12/2023,11/2025,,1813.91,1813.91,24288.0,24311.0,12.92684293425141,-23.0
Roads & Highways,52,Delhi-Amritsar-Katra Expressway Phase-I Pkg-IV from Junction with Jind-Karnal road NH-709A near Alewa village to Junction with Ambala-Kaithal-Hissar road NH-152 near Kharak Pandwa village Km 91400 to Km 120250,NHAI,618485.0,,1306.95,,1098.84,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Haryana,01/2021,12/2021,12/2023,11/2025,,1578.66,1578.66,24288.0,24311.0,20.789624698726044,-23.0
Roads & Highways,53,Rehabilitation and Upgradation to 2-lane/Intermediate lane configuration of Ashyari-Shri Kyari Section km 50.000 to km 75.000 of NH-707 in the state of Himachal Pradesh under Green National Highways Corridor Project GNHCP with the loan assistance of World Bank on EPC mode.,MoRTH,618050.0,,345.89,,232.82,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Himachal Pradesh,08/2020,09/2021,09/2023,12/2025,,359.56,359.56,24285.0,24312.0,3.952123507473479,-27.0
Roads & Highways,54,Construction & Upgradation to 2 lane with paved shoulder from Design Km. 31.449 Khellani Ex. Km 44.946 to Km 51.700 Prem Nagar Ex. Km 68617 of 20.251 Km length on Khellani - Kishtwar - Chattroo section of NH-244 in the UT of J&K on EPC Mode under NHO-Gen PKG- 1,NHIDCL,618396.0,,486.45,,300.52,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Jammu and Kashmir,02/2021,03/2021,09/2022,11/2024,,,486.45,24273.0,24299.0,0.0,-26.0
Roads & Highways,55,4L from km 196.87 Sankha to km 219.6 Khajuri on NH-75 [Rehla / Garhwa Bypass],NHAI,618829.0,,1129.48,,790.59,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Jharkhand,09/2020,10/2021,10/2023,03/2025,,1129.48,1129.48,24286.0,24303.0,0.0,-17.0
Roads & Highways,56,4L of Mehgama - Hansdiha from km. 41.900 to km. 93.000 of NH -133A Pkg-II,NHAI,618946.0,,1479.72,,1034.52,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Jharkhand,03/2022,05/2023,05/2025,05/2026,,1568.18,1568.18,24305.0,24317.0,5.978158029897551,-12.0
Roads & Highways,57,Balance work of Rehabilitation and upgrading to 2lane/2lane with paved shoulder configuration and strengthening from from Km 343.80 to 400.33 of Gowribidanur- Chik Ballapur section in the state of Karnataka Under Annual Plan 2021-22 under EPC Mode.-952,MoRTH,617954.0,,398.48,,242.02,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Karnataka,03/2022,02/2023,02/2025,10/2025,,,398.48,24302.0,24310.0,0.0,-8.0
Roads & Highways,58,Challakere to Hariyur section from km 358.500 to km 414.205 of NH-150 A,NHAI,618698.0,,1167.52,,1243.48,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Karnataka,03/2018,01/2021,01/2023,12/2025,,1873.58,1873.58,24277.0,24312.0,60.47519528573386,-35.0
Roads & Highways,59,4L of Hubli - Hospet Section of NH-63 from Km 128.850 to Km 272.571,NHAI,619121.0,,2531.99,,3522.85,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Karnataka,07/2016,03/2017,03/2020,03/2026,,3619.32,3619.32,24243.0,24315.0,42.94369251063395,-72.0
Roads & Highways,60,Hospet - Chitradurga from km. 299.00 to km. 418.750,NHAI,619144.0,,1519.72,,331.26,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Karnataka,03/2015,02/2016,08/2018,06/2026,,387.48,387.48,24224.0,24318.0,-74.5031979575185,-94.0
Roads & Highways,61,"Construction of Mihona bypass, Lahar bypass, Daboh bypass & Bhander Bypass total length 20.60 km to 2-lane with paved shoulder from on Mihona-Bhander- MP/UP border section of NH 552E in the State of Madhya Pradesh on EPC mode",MoRTH,618045.0,,179.18,,74.89,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Madhya Pradesh,03/2022,06/2023,12/2024,07/2025,,,179.18,24300.0,24307.0,0.0,-7.0
Roads & Highways,62,Indore - Gujarat / MP Border from km. Km 9.500 to Km 171.000 of NH-59 in MP,NHAI,618625.0,,1175.0,,191.43,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Madhya Pradesh,12/2009,08/2010,02/2013,02/2026,,217.22,217.22,24158.0,24314.0,-81.5131914893617,-156.0
Roads & Highways,63,4L of Sagar - Mohari from Km.8 to Km.50 Pkg-I,NHAI,618665.0,,790.78,,555.28,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Madhya Pradesh,03/2021,04/2022,04/2024,03/2026,,660.38,660.38,24292.0,24315.0,-16.490047800905433,-23.0
Roads & Highways,64,Indore - Harda Pkg-III [Nanasa to Pidgaon Section from km 95.000 to km 142.445],NHAI,618695.0,,1146.22,,758.23,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Madhya Pradesh,01/2020,10/2021,10/2023,04/2026,,1240.64,1240.64,24286.0,24316.0,8.23751112351905,-30.0
Roads & Highways,65,Balance work of 4L of Nauradehi Sanctuary de-scoped stretch of Hiran River to Sindoor River from Km. 66.00 to 130.00 NH-12 New NH-45,NHAI,618701.0,,178.18,,143.37,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Madhya Pradesh,01/2021,07/2021,07/2023,07/2025,,153.15,153.15,24283.0,24307.0,-14.047592322370637,-24.0
Roads & Highways,66,"Rehabilitation & up-gradation for Talere Gaganbawada - kolhapur Road NH 166G stretch start from km. 0/00 to Km. 06/00 and km. 13/00 to km 19/440 of NH-166G, length 12.440 km in the State of Maharashtra.",MoRTH,618099.0,,164.13,,115.51,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Maharashtra,03/2024,10/2024,04/2026,10/2025,,,164.13,24316.0,24310.0,0.0,6.0
Roads & Highways,67,Vadodara Mumbai Expressway Phase II - Pkg XI [Km. 77.000 to Km. 103.400] Ganjad - Talsari,NHAI,618468.0,,1524.71,,901.76,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Maharashtra,06/2020,05/2022,05/2024,01/2026,,1913.95,1913.95,24293.0,24313.0,25.528789081202326,-20.0
Roads & Highways,68,Tarsod - Fagne section of NH-6,NHAI,618638.0,,2267.99,,2213.75,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Maharashtra,06/2016,01/2019,07/2021,04/2026,,2560.5,2560.5,24259.0,24316.0,12.897323180437315,-57.0
Roads & Highways,69,Chakur Loha Section of NH-361 from km 114.600 to km 187.80,NHAI,618652.0,,1241.38,,1717.21,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Maharashtra,03/2018,03/2019,03/2021,02/2026,,3342.11,3342.11,24255.0,24314.0,169.2253782081232,-59.0
Roads & Highways,70,4L of existing 2/4L stretch from Lonand to Dive Ghat Km 166.400 to Km 220.900 of Mohol Alandi section of NH-965 Pkg - V,NHAI,619209.0,,1709.56,,1295.04,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Maharashtra,10/2021,05/2022,05/2024,03/2026,,2049.51,2049.51,24293.0,24315.0,19.885233627366123,-22.0
Roads & Highways,71,Up-gradation to 2-lane with paved shoulders of Ngopa - Pawlrang section of NH 102B of Aizawl - Imphal Economic Corridor from Existing Chainage km 32.796 to km 72.030 [Design Chainage km 31.280 to km 68.170] in the State of Mizoram under Bharatmala Pariyojna on EPC mode under NHO-NE Package-2 Keifang- Tuivai Pkg-2,NHIDCL,618341.0,,523.78,,426.69,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Mizoram,09/2021,09/2023,02/2025,06/2025,,,523.78,24302.0,24306.0,0.0,-4.0
Roads & Highways,72,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 250.00 Lunglei to km 298.00 on Aizawl- Tuipang section under JICA ODA Loan assistance Phase-I Package-6,NHIDCL,618381.0,,768.76,,168.78,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Mizoram,09/2019,12/2019,06/2023,05/2025,,,768.76,24282.0,24305.0,0.0,-23.0
Roads & Highways,73,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 298.00 to km 339.00 on Aizawl-Tuipang section under JICA ODA Loan assistance Phase-I Package-7,NHIDCL,618382.0,,605.76,,132.33,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Mizoram,09/2019,10/2020,04/2024,05/2025,,750.32,750.32,24292.0,24305.0,23.864236661384055,-13.0
Roads & Highways,74,Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and geometric improvement from Km. 166. 000 to Km 208.000 Package-4 on Aizawl Tuipang Section of NH-54 in the State of Mizoram Package-4,NHIDCL,618384.0,,899.45,,191.68,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Mizoram,09/2019,10/2019,04/2023,04/2025,,,899.45,24280.0,24304.0,0.0,-24.0
Roads & Highways,75,6L of Varadharajula to Kumarajapet from km 0.000 to km 43.800 of NH-716B Pkg-I,NHAI,618771.0,,1924.75,,1120.2,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Andhra Pradesh, Tamil Nadu)",02/2021,12/2022,12/2024,02/2026,,1887.38,1887.38,24300.0,24314.0,-1.9415508507598334,-14.0
Roads & Highways,76,6L of Aurangabad to Bihar-Jharkhand border Chordaha section from km. 209.827 to Km. 249.525 of NH-19 PKG-02,NHAI,618532.0,,1822.46,,611.43,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Bihar, Jharkhand)",06/2021,03/2022,03/2024,04/2026,,738.11,738.11,24291.0,24316.0,-59.49924826882345,-25.0
Roads & Highways,77,6L of Dhanara - Hatibena Section from Km 124.611 to km 146.50 of NH-130-CD Package OD-1,NHAI,618676.0,,477.76,,359.28,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Chhattisgarh, Odisha)",02/2021,03/2022,03/2024,03/2026,,638.32,638.32,24291.0,24315.0,33.60683188211656,-24.0
Roads & Highways,78,6L from Belgaum to Sankeshwar Bypass from Km. 515.000 to Km. 555.017 of NH-48 Pkg-I,NHAI,618515.0,,1479.3,,1199.4,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Maharashtra, Karnataka)",11/2021,10/2022,04/2025,03/2026,,1237.04,1237.04,24304.0,24315.0,-16.376664638680456,-11.0
Roads & Highways,79,Mangloor to Telangana Maharashtra Border,NHAI,618624.0,,1082.65,,1011.7,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Maharashtra, Telangana)",03/2018,04/2019,04/2021,10/2025,,1323.12,1323.12,24256.0,24310.0,22.21124093659075,-54.0
Roads & Highways,80,4L of Rajura-Korpana-Adilabad Road upto M.S. Border from km 32.910 to km 89.090 of NH-353B,NHAI,618938.0,,1013.33,,699.33,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Maharashtra, Telangana)",03/2022,10/2022,10/2024,03/2026,,1274.63,1274.63,24298.0,24315.0,25.78626903377972,-17.0
Roads & Highways,81,4L Greenfield a Malout bypass from ch. Km 44.500 to ch. Km 35.500 on NH-07 and Ch. Km 0.000 to Km 6.984 on NH-09 bMandi Dabwali Bypass from Ch. 38.450 Km to Km 27.910 Pkg-02,NHAI,618760.0,,646.42,,571.11,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Punjab, Haryana)",11/2021,12/2022,07/2024,01/2026,,556.09,556.09,24295.0,24313.0,-13.973886946567237,-18.0
Roads & Highways,82,4L Ambala - Kalaamb from Km. -0.800 to Km. 33.015 of old NH-72,NHAI,618935.0,,1183.7,,706.54,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Punjab, Haryana)",10/2022,06/2023,06/2025,02/2026,,1190.34,1190.34,24306.0,24314.0,0.5609529441581375,-8.0
Roads & Highways,83,4L of left out existing road section from Lalgopalganj Km 161.450 to Nawabganj Km 180.200 in Prayagraj,NHAI,618755.0,,159.53,,93.24,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Rajasthan, Uttar Pradesh)",03/2024,04/2025,03/2026,04/2026,,100.74,100.74,24315.0,24316.0,-36.85200275810193,-1.0
Roads & Highways,84,Akshardham - DL/UP Border Pkg-01,NHAI,619122.0,,1479.22,,1399.88,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Uttar Pradesh, Delhi)",09/2020,06/2022,12/2024,08/2024,,1476.75,1476.75,24300.0,24296.0,-0.16697989480942843,4.0
Roads & Highways,85,4L from Km 219.600 Khajuri to Km 260.483 Wyndhamganj on NH-75 Sec-V,NHAI,618828.0,,1436.49,,959.96,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Uttar Pradesh, Jharkhand)",03/2022,09/2023,09/2025,05/2026,,1465.55,1465.55,24309.0,24317.0,2.0229865853573603,-8.0
Roads & Highways,86,Construction of Rudrapur Bypass Section from Km. 0.000 to 20.640 in the state of Uttar Pradesh & Uttarakhand,NHAI,618912.0,,1051.73,,670.74,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",03/2023,01/2024,01/2026,03/2026,,1117.17,1117.17,24313.0,24315.0,6.222129253705804,-2.0
Roads & Highways,87,4L/2L PS of Govindpur Raiganj - Chas - WB border section of from km. 0.00 to km. 56.889 of Old NH-32,NHAI,619104.0,,1139.65,,1064.7,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (West Bengal, Jharkhand)",03/2016,12/2017,12/2019,09/2025,,1154.8,1154.8,24240.0,24309.0,1.329355503882759,-69.0
Roads & Highways,88,Widening of existing single lane to intermediate lane road from Mokokchung to Chare via Dikhu in the state of Nagaland on EPC mode,MoRTH,618002.0,,192.93,,110.98,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Nagaland,02/2021,06/2023,06/2025,11/2025,,,192.93,24306.0,24311.0,0.0,-5.0
Roads & Highways,89,Construction of 4/6 Laning from Km 132.375 to Km 153.058 Total New Alignment length of 20.683 Km of Daboka-Dimapur Section Dimapur Bypass Nagaland Portion of NH-36 & 39 in the State of Nagaland on EPC basis under PhaseA of SARDP-NE,NHIDCL,618329.0,,819.39,,635.0,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Nagaland,02/2017,09/2017,09/2020,09/2025,,,819.39,24249.0,24309.0,0.0,-60.0
Roads & Highways,90,Construction of bypass to Nayagarh town from km 235.469 to 252.482 of NH-57 including land acquisition in the state of Odisha.,MoRTH,617924.0,,300.33,,103.64,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Odisha,01/2022,05/2023,04/2025,02/2026,,,300.33,24304.0,24314.0,0.0,-10.0
Roads & Highways,91,Balance work of Panikoili Rimoli Section of new NH-20 from Km 0.00 to Km. 163.000,NHAI,618819.0,,183.03,,185.4,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Odisha,09/2020,03/2021,03/2022,12/2023,,200.79,200.79,24267.0,24288.0,9.703327323389603,-21.0
Roads & Highways,92,4-L of Rajamunda to Barkote Section of NH-23 from km. 287.200 to km. 337.185,NHAI,618913.0,,609.63,,608.19,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Odisha,10/2017,12/2018,06/2021,07/2025,,630.97,630.97,24258.0,24307.0,3.50048390007054,-49.0
Roads & Highways,93,6L of Bhubaneswar - Jagatpur - Chandikhole Section of NH-16,NHAI,619075.0,,639.3,,579.23,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Odisha,01/2009,12/2011,06/2014,04/2026,,632.89,632.89,24174.0,24316.0,-1.0026591584545548,-142.0
Roads & Highways,94,Delhi-Amritsar-Katra Expressway Phase-I Pkg-VII from Junction with Patiala- Bathinda road NH-7 near Bhawanigarh to Junction with Ludhiana-Malerhkotla SH-11 near Bhogiwal village Km 188830 to km 225770,NHAI,618487.0,,1759.82,,1695.83,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Punjab,12/2020,07/2022,07/2024,02/2026,,1774.32,1774.32,24295.0,24314.0,0.8239479037628848,-19.0
Roads & Highways,95,"Construction of Two lane with Paved Shoulder for Fatehpur Bypass Design Km 0.000 to Km 7.400 , Mandawa Bypass Design Km 20.925 to Km 27.300 & Jhunjhunu Bypass Design Km 41.625 to Km 54.689 of NH-11 on EPC Mode in the state of Rajasthan .",MoRTH,617891.0,,186.29,,78.06,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Rajasthan,03/2022,02/2023,08/2024,09/2025,,,186.29,24296.0,24309.0,0.0,-13.0
Roads & Highways,96,Upgradation to Two Lane Paved Shoulder in km 33/0 to 126/520 of NH-23 Old NH-11B Kothun-Lalsot-Karoli-Dholpur road in the state of Rajasthan under EPC mode Length-93.52 Km.,MoRTH,617900.0,,150.11,,12.25,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Rajasthan,12/2021,09/2022,09/2024,05/2026,,,150.11,24297.0,24317.0,0.0,-20.0
Roads & Highways,97,Up-gradation to 2 lane with Paved shoulder from Charbhuja at Design km 0.00 existing km 150.00 to Neechli Oden Nathdwara at Design ch. Km 88.800 existing km 55.950 of NH-162E on EPC mode.,MoRTH,618093.0,,838.43,,43.9,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Rajasthan,02/2022,09/2023,09/2025,04/2025,,,838.43,24309.0,24304.0,0.0,5.0
Roads & Highways,98,Upgradation of two lane paved shoulder from Shahpura existing km. 0.00 Design Ch. 000 to Thanagazi existing Km.37352 Design Ch. 36810 of NH- 248A on EPC mode in the State of Rajasthan.,MoRTH,618118.0,,174.34,,100.48,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Rajasthan,03/2022,02/2023,07/2024,07/2025,,,174.34,24295.0,24307.0,0.0,-12.0
